,AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,meanRR,meanRG,meanRB,StdDevRR,StdDevRG,StdDevRB,skewRR,skewRG,skewRB,kurtosisRR,kurtosisRG,kurtosisRB,entropyRR,entropyRG,entropyRB,meanH,meanS,meanV,StdDevH,StdDevS,StdDevV,skewH,skewS,skewV,kurtosisH,kurtosisS,kurtosisV,entropyH,entropyS,entropyV,meanL,meanA,meanB,StdDevL,StdDevA,StdDevB,skewL,skewA,skewB,kurtosisL,kurtosisA,kurtosisB,entropyL,entropyA,entropyB,meanY,meanCb,meanCr,StdDevY,StdDevCb,StdDevCr,skewY,skewCb,skewCr,kurtosisY,kurtosisCb,kurtosisCr,entropyY,entropyCb,entropyCr,meanXX,meanYY,meanZZ,StdDevXX,StdDevYY,StdDevZZ,skewXX,skewYY,skewZZ,kurtosisXX,kurtosisYY,kurtosisZZ,entropyXX,entropyYY,entropyZZ,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB,ALLdaub4H,ALLdaub4S,ALLdaub4V,ALLdaub4L,ALLdaub4a,ALLdaub4b,ALLdaub4Y,ALLdaub4Cb,ALLdaub4Cr,ALLdaub4XX,ALLdaub4YY,ALLdaub4ZZ,CLASS
17317,18285,552.88,230.205,102.634,0.8951,152.5817,0.9723,18805,0.6088,2.243,0.7517,0.6628,0.0126,0.0056,0.4393,0.9854,240.6643,242.1938,241.0546,11.1657,11.2579,11.162,-3.9706,-4.1593,-4.0356,24.7851,25.7572,25.1176,-11645974528,-11808204800,-11687104512,0.3165,0.0077,0.9499,0.1661,0.0046,0.044,-1.0232,0.5963,-4.1701,2.7051,6.2436,25.8546,4158.5522,13.0975,1599.4115,243.2534,127.2414,128.1947,10.198,0.4297,0.5341,-4.204,1.1797,2.7403,26.4689,2.4807,13.1715,-11915205632,-2869323008,-2916989440,223.5399,127.8102,127.2524,9.6367,0.5079,0.4655,-4.0973,-2.3259,0.7162,25.4343,9.263,2.5676,-9908766720,-2897715968,-2869877504,0.8412,0.889,0.9623,0.0779,0.0823,0.0891,-3.3248,-3.3871,-3.3042,18.9604,19.2291,18.8618,4207.4731,3089.729,910.9232,120.3211,121.0854,120.5165,0.1583,0.0038,0.4749,121.6164,63.6209,64.0971,111.7586,63.9054,63.6264,0.4205,0.4444,0.4811,Ipsala
14946,5550,344.004,157.9316,45.5752,0.9575,84.0624,0.9703,5720,0.6639,3.4653,0.5894,0.5323,0.0285,0.0082,0.2833,0.9818,209.0301,210.4241,224.8218,12.9833,12.8377,13.1773,-1.0656,-1.26,-1.6048,10.6331,11.5097,12.166,-2603847424,-2641511168,-3051504640,0.6518,0.0713,0.8817,0.0164,0.0125,0.0517,0.7765,-0.2482,-1.6042,12.6089,6.4128,12.165,2015.1854,150.9755,1047.0929,215.5845,129.3993,120.4984,11.8298,0.8544,1.4315,-1.4149,1.3117,0.2934,12.232,4.8428,5.5962,-2782694656,-903872256,-772413248,197.7854,134.5623,126.1973,11.0559,1.2977,0.571,-1.268,-0.2141,1.6902,11.4157,5.3341,6.5537,-2304979712,-985368192,-855237696,0.6336,0.6564,0.8078,0.0826,0.0859,0.1012,-0.2959,-0.2669,-0.6349,7.456,7.589,7.5977,1956.3604,1926.9653,1404.0448,104.4603,105.1603,112.3517,0.3258,0.0356,0.4406,107.7442,64.701,60.2515,98.849,67.2772,63.0982,0.3165,0.3279,0.4035,Jasmine
14316,16429,513.953,210.8407,100.6337,0.8787,144.6308,0.9733,16879,0.6118,2.0951,0.7816,0.686,0.0128,0.0061,0.4706,0.9859,246.5786,248.4743,243.0188,8.657,8.5958,8.6004,-5.4487,-6.1487,-4.7812,45.8964,52.2142,40.9082,-11020327936,-11205464064,-10676454400,0.1995,0.0219,0.9744,0.0734,0.0098,0.0337,-1.3173,-0.9705,-6.1585,7.3516,3.3347,52.3512,2179.0894,68.4381,756.3718,248.6186,126.7019,130.4174,7.7614,0.856,1.099,-6.1333,0.1324,-0.8176,53.1778,2.0951,3.3132,-11216542720,-2554134272,-2722373632,228.3666,125.8228,127.4289,7.3674,1.0096,0.6374,-5.8441,0.5729,-0.746,49.6299,3.3235,2.9102,-9318652928,-2515250944,-2586509568,0.8826,0.9376,0.984,0.061,0.0641,0.0699,-4.6382,-4.98,-3.8231,34.831,37.3976,29.1226,3044.0344,1684.3926,293.1967,123.3152,124.2625,121.5343,0.1,0.011,0.4873,124.3323,63.3514,65.2091,114.2068,62.9109,63.7145,0.4415,0.469,0.4922,Ipsala
13799,7611,345.521,138.6206,71.4124,0.8571,98.441,0.9754,7803,0.6354,1.9411,0.8011,0.7101,0.0182,0.0094,0.5043,0.9789,226.4808,224.8614,230.2242,19.7487,19.8435,18.8548,-1.2882,-1.2678,-1.425,5.3317,5.176,6.0161,-4274806784,-4209304832,-4425618944,0.7223,0.0238,0.9029,0.0675,0.0126,0.0739,-6.8451,1.1487,-1.425,76.3172,4.1562,6.019,2524.4548,37.3082,1155.303,228.6506,129.1469,125.7049,18.0034,0.5364,1.3511,-1.3599,1.2896,-1.0226,5.6686,6.5339,3.7124,-4357071360,-1234157696,-1162901248,210.0724,130.093,128.5001,16.9171,1.1691,0.5,-1.2933,1.2156,-0.0002,5.3174,4.2848,1.0,-3621828352,-1254291456,-1220560768,0.7351,0.766,0.8666,0.1326,0.1398,0.1492,-0.8858,-0.8681,-0.9661,3.5349,3.4638,3.8314,2229.7893,2033.2761,1199.334,113.2106,112.4016,115.0854,0.3614,0.0119,0.4513,114.2979,64.5738,62.8508,105.0102,65.0476,64.2493,0.3674,0.3829,0.4332,Arborio
58574,14716,485.931,196.4654,96.7087,0.8705,136.8831,0.9691,15186,0.6748,2.0315,0.7832,0.6967,0.0134,0.0066,0.4854,0.9862,234.1432,233.4272,230.5586,10.6437,10.5238,10.3647,-2.8733,-2.9398,-2.8113,20.9235,21.9096,21.5761,-8826461184,-8767259648,-8533604352,0.1531,0.0156,0.9183,0.1316,0.0094,0.0417,4.85,1.6445,-2.8659,27.7275,7.644,20.9059,1117.642,36.0702,2044.3972,235.805,127.975,129.4766,9.547,0.3007,1.0354,-3.1051,-0.9245,1.474,23.368,12.4837,6.6069,-8958962688,-2338724864,-2399867904,216.3501,126.5921,128.6991,9.0306,0.913,0.5398,-2.9143,-1.3094,0.0645,21.6853,6.7865,3.1709,-7423798272,-2283467264,-2368053760,0.7783,0.8203,0.8722,0.073,0.077,0.0817,-1.8612,-1.8698,-1.7448,13.7232,13.7884,13.8668,4283.5283,3709.0322,2807.9214,117.0681,116.7095,115.2747,0.0764,0.0078,0.4592,117.8981,63.9876,64.7388,108.1726,63.296,64.3499,0.3892,0.4101,0.4361,Ipsala
16879,5462,324.27,146.8315,47.963,0.9451,83.3932,0.9769,5591,0.4713,3.0613,0.6528,0.568,0.0269,0.0088,0.3226,0.9875,218.589,217.6798,231.4857,14.4858,14.5806,14.8655,-2.1513,-2.0871,-2.6023,11.7271,11.3696,13.6098,-2827569920,-2802267648,-3203668736,0.677,0.0597,0.9078,0.0132,0.0121,0.0583,-23.6916,-0.0857,-2.6017,1281.2075,5.6391,13.6075,1951.4154,112.0191,821.1059,222.554,130.2052,121.138,13.3776,0.7126,1.3908,-2.2717,0.2867,0.5543,12.4767,3.9404,5.9135,-2937968384,-901789888,-769097536,204.5434,133.9013,127.11,12.4992,1.2723,0.3165,-2.1777,-0.4475,2.5956,11.7646,5.2459,8.1594,-2443356160,-959272128,-855152192,0.69,0.7123,0.8652,0.0931,0.0973,0.113,-1.4611,-1.3695,-1.8109,7.8877,7.6356,8.8676,1830.4757,1768.4487,1008.7296,109.2821,108.8262,115.7307,0.3384,0.0299,0.4538,111.2628,65.103,60.5683,102.2619,66.9501,63.5559,0.3451,0.3562,0.4326,Jasmine
25181,13467,466.239,192.7171,90.4084,0.8831,130.9455,0.9744,13821,0.7581,2.1316,0.7785,0.6795,0.0143,0.0067,0.4617,0.9841,240.6116,242.9464,238.4417,10.6059,10.0075,10.2827,-3.0483,-4.1101,-3.0867,24.9563,34.735,26.6583,-8571021824,-8750794752,-8402340864,0.2262,0.0192,0.9527,0.1009,0.0093,0.0393,-0.6925,-0.5091,-4.1114,3.8473,3.495,34.7314,2102.1699,45.3136,1125.8042,243.636,126.7388,129.7702,9.1311,0.8808,1.0466,-4.0905,-0.2935,0.2902,35.3142,2.3961,3.2632,-8801859584,-2095000448,-2207185152,223.6343,126.3359,127.1053,8.7247,0.9366,0.8093,-3.7095,-0.2547,-0.2695,31.1354,3.9939,1.7777,-7301512704,-2080350592,-2108367872,0.839,0.8913,0.9422,0.0737,0.0763,0.0839,-2.2102,-2.5172,-1.9274,16.4101,18.5087,15.236,3146.2161,2258.7424,1164.2377,120.319,121.485,119.2352,0.1129,0.0096,0.4764,121.83,63.3705,64.8842,111.8278,63.1691,63.553,0.4196,0.4457,0.4712,Ipsala
66641,5233,346.976,164.9064,40.8213,0.9689,81.6264,0.9754,5365,0.4533,4.0397,0.5462,0.495,0.0315,0.0078,0.245,0.9898,196.9633,196.0331,209.3967,13.2046,13.1687,14.0052,-1.8994,-1.9119,-2.0684,10.0445,10.0298,10.8019,-2157320960,-2135126912,-2466424576,0.6778,0.0638,0.8212,0.0095,0.0109,0.0549,0.1019,0.2579,-2.068,3.6106,5.3664,10.8005,1868.9327,118.762,1350.9985,202.7619,130.184,121.3766,12.3639,0.6368,1.2044,-2.0449,0.5189,0.3058,10.8063,4.843,4.7794,-2296497152,-863664256,-740028928,185.9243,133.6738,127.2007,11.3897,1.1279,0.4005,-1.9307,-0.2011,1.4948,10.1358,5.0583,3.2345,-1899531776,-915592256,-820592320,0.5467,0.5635,0.6896,0.0753,0.0778,0.0946,-1.241,-1.2243,-1.332,7.0517,6.9598,7.4179,1839.9951,1851.9917,1751.1509,98.5389,98.0706,104.7545,0.3389,0.0319,0.4108,101.4357,65.0903,60.6885,93.0118,66.8375,63.6009,0.2736,0.282,0.3451,Jasmine
58310,8047,441.345,210.918,49.5052,0.9721,101.2213,0.9624,8361,0.372,4.2605,0.5191,0.4799,0.0262,0.0062,0.2303,0.9813,210.1127,215.1107,219.3555,12.9641,13.0177,13.8612,-0.8811,-1.2214,-1.2858,9.2549,10.224,8.9525,-3818003200,-4018620672,-4195723776,0.513,0.0465,0.8634,0.1524,0.0264,0.0535,-1.9358,0.4343,-1.3624,6.2376,2.4719,9.4919,2619.6401,124.294,1701.6011,218.5329,126.9394,125.1916,11.8493,1.0365,3.0842,-1.3405,-0.47,-0.0643,10.9381,2.8723,2.5086,-4155870976,-1256239872,-1219250688,199.8607,130.5965,125.4195,11.0759,2.766,1.3823,-1.1908,0.0394,-0.165,10.239,2.5005,2.6718,-3419016960,-1338132224,-1223376768,0.6412,0.6788,0.7737,0.083,0.0882,0.103,-0.3116,-0.3231,-0.5479,7.2209,7.1923,6.4545,2826.2126,2737.1746,2265.7375,105.1293,107.6268,109.7483,0.2563,0.0232,0.432,109.3339,63.4694,62.5965,99.9912,65.2969,62.7121,0.321,0.3398,0.3873,Basmati
59840,6216,294.593,114.1837,69.9547,0.7904,88.9632,0.986,6304,0.7535,1.6323,0.9001,0.7791,0.0184,0.0113,0.607,0.9908,197.6548,199.7403,227.2621,13.9329,14.0692,17.255,-1.3441,-1.479,-1.5415,10.0741,10.576,9.3838,-2583877376,-2643891712,-3509507328,0.6555,0.1302,0.8912,0.011,0.021,0.0677,0.541,-1.2215,-1.5414,5.4072,4.2207,9.3834,2254.5024,432.9692,1060.8479,206.4466,131.3901,113.963,13.2119,0.9776,2.7363,-1.6421,-1.1562,0.9862,11.5571,4.1315,3.5266,-2838878464,-1047019712,-765241984,189.7173,140.3423,124.871,12.2837,2.491,0.9808,-1.4773,-0.9101,1.0082,10.4421,3.3109,3.4812,-2359755520,-1211106816,-935840256,0.5812,0.5914,0.8182,0.0868,0.0878,0.1288,-0.5935,-0.5721,-0.718,5.6735,5.7545,5.3066,2193.2334,2194.5559,1412.9871,98.8095,99.8507,113.6064,0.3278,0.0651,0.4455,103.2005,65.6938,56.9853,94.8419,70.1695,62.4367,0.2906,0.2957,0.409,Karacadag
61200,7289,409.134,192.7831,48.726,0.9675,96.3361,0.9734,7488,0.4872,3.9565,0.5472,0.4997,0.0264,0.0067,0.2497,0.988,221.1497,221.1213,240.1214,18.4273,18.6907,15.9603,-0.8926,-0.8874,-3.3474,6.6425,6.3544,18.8879,-3883205888,-3883103232,-4632750080,0.6659,0.082,0.9417,0.0548,0.0367,0.0626,-7.3062,-0.5284,-3.3479,95.3303,2.1131,18.8907,2594.001,267.4972,699.6133,225.7481,130.6961,118.584,16.7135,1.6253,4.3782,-1.1537,-0.1733,0.5393,7.6492,2.0286,2.0846,-4054275840,-1213658240,-980749696,207.7591,136.203,126.4991,15.5227,3.7753,0.9182,-1.13,-0.5971,0.2233,7.4412,2.1433,2.9676,-3381773824,-1330315264,-1129195904,0.7217,0.7421,0.9357,0.1197,0.1299,0.1246,-0.5382,-0.3277,-2.1393,4.8008,4.1428,10.8815,2240.075,2106.6863,550.4498,110.5683,110.5547,120.0455,0.3327,0.041,0.4708,112.8652,65.347,59.2962,103.875,68.0974,63.2487,0.3608,0.371,0.4677,Basmati
64381,6673,317.74,127.2019,68.0033,0.8451,92.1755,0.9717,6867,0.7555,1.8705,0.8306,0.7246,0.0191,0.0102,0.5251,0.9822,211.1662,209.9086,216.5253,16.01,16.1223,15.4143,-1.1643,-1.1353,-1.3212,6.2531,6.047,7.2435,-3208758016,-3167725824,-3386542848,0.6984,0.0309,0.8491,0.0286,0.0119,0.0604,-19.4087,1.6057,-1.3209,479.0689,5.0693,7.2431,2328.6543,47.7515,1510.3584,215.1475,129.2122,124.9296,14.7651,0.5572,1.1623,-1.2469,2.1655,-1.158,6.7362,7.2046,4.0965,-3338115328,-1083265920,-1005716544,197.2606,130.5068,128.1148,13.7666,1.0661,0.3188,-1.1545,1.773,2.4165,6.1789,4.8043,6.841,-2761422080,-1107417856,-1063057920,0.6291,0.6546,0.7511,0.1002,0.1056,0.1141,-0.6599,-0.6421,-0.7416,3.8727,3.7787,4.2413,2315.1323,2269.7546,1952.1215,105.4849,104.8557,108.1648,0.3493,0.0155,0.4242,107.4795,64.6069,62.4639,98.55,65.2536,64.0573,0.314,0.3267,0.3749,Arborio
33351,8449,445.968,207.0698,53.236,0.9664,103.7189,0.9686,8723,0.4975,3.8897,0.5338,0.5009,0.0245,0.0063,0.2509,0.9759,223.4548,222.9093,244.2744,15.6469,15.644,14.4697,-1.8315,-1.799,-4.3195,12.1913,11.9372,27.0068,-4592411136,-4568084480,-5568366080,0.6707,0.0884,0.9579,0.0346,0.0317,0.0567,-12.2763,-0.6862,-4.3201,253.3659,2.7777,27.0107,3020.4534,338.4594,592.2198,227.6578,131.224,117.5062,14.1295,1.3878,3.8776,-2.1713,-0.464,0.6699,14.1955,2.573,2.7468,-4776856576,-1419286528,-1113724288,209.6665,137.1969,126.5461,13.1472,3.3554,0.7399,-2.1325,-0.7471,0.4875,13.7311,2.8771,3.5104,-3990692608,-1566580992,-1309942016,0.738,0.7556,0.9692,0.0998,0.1071,0.1108,-1.3305,-0.9983,-3.1822,8.7234,7.4443,17.4296,2608.1226,2479.5178,222.0312,111.7087,111.4376,122.1255,0.3354,0.0442,0.4789,113.8131,65.6115,58.7501,104.8182,68.6009,63.2715,0.3689,0.3777,0.4846,Basmati
14425,7169,417.815,196.8648,47.2098,0.9708,95.5398,0.9594,7472,0.6505,4.17,0.5161,0.4853,0.0275,0.0066,0.2355,0.9821,213.0628,218.414,244.3426,18.917,18.7668,14.018,-0.2665,-0.4489,-4.8472,5.0666,5.7137,34.5747,-3524913920,-3718921216,-4726340608,0.6298,0.1283,0.9582,0.0353,0.0546,0.0549,-1.9953,-0.6694,-4.8442,14.3732,2.0975,34.5267,2611.6687,514.0859,503.2978,222.7274,129.9717,114.6078,16.5898,1.8798,6.2748,-0.7175,-0.4818,0.6898,7.0536,2.2676,2.0884,-3872265472,-1179218944,-896493376,204.7263,140.1502,123.8415,15.3285,5.5783,1.4444,-0.6971,-0.7271,0.793,6.8782,2.1157,3.149,-3220949760,-1394877824,-1059878144,0.6969,0.7181,0.9644,0.1157,0.1293,0.1077,-0.1484,0.0817,-3.1024,4.4004,3.7051,18.5569,2300.1113,2170.0347,263.4828,106.5595,109.2336,122.1715,0.3148,0.064,0.4791,111.3861,64.9845,57.3177,102.385,70.064,61.9227,0.3486,0.3592,0.4822,Basmati
69541,8345,433.2,203.2675,53.2304,0.9651,103.0785,0.9785,8528,0.3905,3.8186,0.5588,0.5071,0.0244,0.0064,0.2572,0.982,222.5721,220.7972,240.1462,20.1689,20.5962,17.8332,-1.2198,-1.0762,-3.3269,6.7382,6.2072,16.6081,-4515622400,-4440081920,-5312351744,0.6337,0.0835,0.943,0.1674,0.043,0.0698,-2.9215,-0.4675,-3.3374,10.224,2.0165,16.6598,2741.0271,323.7682,761.5015,225.8356,131.3829,118.6437,18.4052,2.0475,5.5604,-1.3794,-0.6038,0.7031,7.4691,2.4696,2.4642,-4652320256,-1405800448,-1125318144,207.9727,136.1088,127.2696,17.037,4.8186,0.7685,-1.3825,-0.7037,-0.1418,7.3717,2.5044,2.5554,-3885914624,-1521684480,-1310199936,0.7267,0.7442,0.9373,0.1285,0.1401,0.1352,-0.851,-0.5625,-2.4166,5.0366,4.2428,10.8016,2506.8726,2353.0977,554.7166,111.2467,110.3622,120.0184,0.3164,0.0417,0.4713,112.8821,65.6881,59.3308,103.9514,68.0478,63.6342,0.3631,0.3718,0.4683,Basmati
22754,6481,400.078,187.7909,44.2365,0.9719,90.8398,0.9673,6700,0.4652,4.2452,0.5088,0.4837,0.029,0.0068,0.234,0.9933,216.5448,214.341,233.0918,17.6077,17.5498,18.9402,-2.4891,-2.4729,-2.6833,10.5531,10.4286,11.1024,-3296014080,-3223508736,-3871111168,0.6866,0.0803,0.9141,0.0083,0.0178,0.0743,1.9973,0.3018,-2.6827,35.8363,5.053,11.1007,2296.5852,214.9215,877.7924,220.0298,131.5388,118.9185,16.3448,0.8875,2.1036,-2.5855,-0.1551,0.2571,11.1019,4.259,4.576,-3408377856,-1094367872,-876265344,202.4809,135.96,127.5189,15.1873,1.815,0.5018,-2.5144,-0.5969,-0.05,10.5859,4.9472,1.0699,-2842353152,-1177296384,-1021918528,0.6798,0.695,0.8772,0.1078,0.1109,0.1383,-2.0154,-1.961,-2.1886,7.7737,7.6155,8.1841,2163.4678,2117.0369,1001.7475,108.1462,107.0426,116.4141,0.3433,0.0402,0.4565,109.896,65.7692,59.4601,101.1318,67.9777,63.7602,0.3391,0.3467,0.4377,Basmati
51794,6858,310.099,121.1364,72.5563,0.8008,93.4445,0.9852,6961,0.7807,1.6695,0.8962,0.7714,0.0177,0.0106,0.5951,0.9935,208.304,208.4841,232.7307,18.255,18.3903,18.4043,-0.9251,-0.8965,-1.8286,6.5208,6.497,10.1887,-3208587520,-3215069184,-4080788736,0.665,0.1067,0.9127,0.0136,0.0229,0.0722,-17.281,-0.5172,-1.8288,836.269,3.018,10.189,2472.1938,355.0992,947.2968,214.5939,131.4151,115.9252,16.8594,1.0911,2.6657,-1.109,-0.4464,0.7891,7.48,3.3954,3.6123,-3417702144,-1155663360,-876694336,197.3831,138.5755,126.0439,15.6789,2.2794,0.6048,-1.0169,-0.8334,0.91,6.9394,3.9849,7.2811,-2847026944,-1299347328,-1053967104,0.6412,0.6539,0.8682,0.1157,0.121,0.1429,-0.365,-0.256,-0.8941,4.0386,3.8259,5.3608,2319.0068,2281.5334,1098.7715,104.1473,104.2407,116.3426,0.3324,0.0533,0.4562,107.2931,65.7039,57.9749,98.6855,69.2777,63.0223,0.3206,0.327,0.434,Karacadag
20762,7413,426.865,204.4436,46.8213,0.9734,97.1521,0.978,7580,0.4501,4.3665,0.5112,0.4752,0.0276,0.0063,0.2258,0.986,219.8245,223.3862,240.9029,15.9091,15.8443,15.1521,-1.3195,-1.5368,-3.5425,9.5994,10.542,20.3066,-3889330432,-4027268864,-4742345216,0.634,0.0876,0.9447,0.0338,0.0282,0.0594,-9.1265,-1.1017,-3.5427,156.1681,3.324,20.3091,2701.9827,289.799,681.2534,227.0321,129.1746,118.9575,14.3705,1.0393,3.1747,-1.7965,0.1726,1.0746,11.8457,3.0632,3.5008,-4166843904,-1202693888,-1003529792,208.6513,136.3238,125.0243,13.422,2.8718,1.0472,-1.7304,-1.192,0.5409,11.3372,3.4557,2.3349,-3465317120,-1355016576,-1119091584,0.7233,0.7506,0.9428,0.1033,0.1103,0.1172,-0.9304,-0.7124,-2.4526,7.2037,6.6191,12.7509,2336.1221,2186.4934,507.6963,109.9398,111.7198,120.4352,0.3169,0.0436,0.4723,113.5353,64.5833,59.5002,104.3428,68.1426,62.5163,0.3619,0.3756,0.4714,Basmati
32165,5383,325.965,146.7106,47.4542,0.9462,82.788,0.9729,5533,0.4562,3.0916,0.6366,0.5643,0.0273,0.0088,0.3184,0.9845,200.2014,212.3225,227.7882,12.5753,12.6873,12.9927,-0.4866,-1.2622,-2.0145,10.0509,11.9487,13.136,-2298248960,-2612337664,-3044937728,0.5935,0.1211,0.8933,0.0138,0.0193,0.051,-0.0883,-1.3917,-2.0129,13.1818,6.4748,13.1314,1976.4945,336.2648,931.8738,215.2889,126.1286,118.8631,11.5939,0.9088,1.6558,-1.3444,1.1478,1.0014,12.4709,6.5424,6.2929,-2690502912,-828540864,-726947072,196.7308,136.5935,121.5419,10.8094,1.4691,1.3175,-1.1402,-1.3687,1.3676,11.5454,7.4711,5.2837,-2209317120,-987827776,-763550976,0.618,0.6549,0.8296,0.0796,0.0844,0.0999,-0.1333,-0.15,-1.0306,8.1555,8.3839,8.6845,1910.5797,1873.3483,1248.6616,100.0188,106.0747,113.8028,0.2968,0.0606,0.4463,107.5633,63.0658,59.4338,98.2951,68.2926,60.7725,0.3085,0.3269,0.4141,Jasmine
21810,7341,336.731,142.107,66.2907,0.8845,96.6791,0.9855,7449,0.6128,2.1437,0.8136,0.6803,0.0194,0.009,0.4628,0.9922,209.7916,208.4803,211.0302,17.4665,17.2669,16.5035,-1.0531,-1.0432,-1.1052,4.8235,4.8548,5.3665,-3485130240,-3437360128,-3526646528,0.7566,0.0145,0.8293,0.2026,0.0103,0.0653,-2.3015,1.7201,-1.1008,9.2632,6.0535,5.2926,1797.2968,16.9174,1809.9575,213.6003,128.7923,127.0422,15.8997,0.4838,1.2256,-1.1251,-0.4673,-1.2945,5.2347,3.1174,4.0643,-3618601472,-1183172992,-1148114048,195.6337,128.8361,128.539,14.7861,1.0117,0.4985,-1.0575,1.2699,-0.1566,4.9018,5.1675,1.0246,-2986468096,-1184135680,-1178048768,0.6155,0.6436,0.7136,0.1068,0.1123,0.119,-0.6453,-0.6374,-0.6593,3.3465,3.3203,3.5547,2537.5405,2492.5837,2290.5603,104.9078,104.2519,105.5287,0.3782,0.0072,0.4147,106.8108,64.3976,63.5203,97.8302,64.4188,64.2693,0.3078,0.3218,0.3569,Arborio
14323,8219,443.936,207.6471,51.686,0.9685,102.2974,0.9665,8504,0.3678,4.0175,0.5241,0.4927,0.0253,0.0063,0.2427,0.9751,226.4743,226.8246,240.5817,18.0421,18.0231,14.8024,-0.8462,-0.9011,-3.3952,6.227,6.4277,19.9259,-4608797184,-4624181248,-5241586176,0.603,0.0609,0.9437,0.1914,0.0358,0.0581,-2.5885,-0.3495,-3.3877,8.2979,1.8772,19.892,2672.0613,201.3216,773.2015,230.5508,129.7284,121.1504,16.0534,1.3742,4.2478,-1.1408,0.1558,0.3388,7.5861,2.3344,1.9667,-4782829056,-1346187264,-1159236096,212.0652,134.0735,126.7249,14.9826,3.7906,0.9152,-1.1146,-0.3433,0.3948,7.3897,1.9239,2.1216,-3985241600,-1448908288,-1278289024,0.7538,0.7811,0.9444,0.1193,0.1297,0.118,-0.5376,-0.3563,-2.1409,4.756,4.1489,11.4626,2364.498,2139.6965,533.7871,113.2325,113.4086,120.2761,0.3015,0.0304,0.4718,115.2724,64.8606,60.5809,106.027,67.0342,63.3618,0.3768,0.3905,0.472,Basmati
35413,5154,317.731,142.2963,46.846,0.9443,81.0079,0.9663,5334,0.6376,3.0375,0.6416,0.5693,0.0276,0.0091,0.3241,0.9844,211.6267,213.3188,225.2394,12.6598,12.7336,13.2529,-2.4673,-2.6163,-3.1096,17.2473,17.7379,19.5328,-2483299840,-2526864640,-2845324544,0.6464,0.0608,0.8833,0.0173,0.0105,0.052,0.3852,-1.3161,-3.107,18.299,6.5787,19.512,1876.0482,108.2911,961.6332,218.031,129.0021,121.8052,11.7764,0.598,1.2186,-2.8265,0.6199,0.9737,19.1083,5.5919,5.9656,-2648323328,-833683840,-734553664,199.9387,133.5856,126.1876,10.9409,1.1012,0.542,-2.6532,-1.3499,1.123,17.9139,6.3014,5.3583,-2191457280,-900454592,-794078848,0.6487,0.6749,0.8136,0.0784,0.0819,0.0962,-1.5126,-1.458,-1.9872,11.8117,11.7219,12.7516,1814.688,1774.9447,1293.6322,105.8581,106.7046,112.658,0.3232,0.0304,0.4418,109.0568,64.4983,60.9057,100.0059,66.7881,63.0941,0.3246,0.3377,0.4071,Jasmine
50602,8662,365.461,152.2858,72.9394,0.8778,105.0181,0.978,8857,0.634,2.0878,0.815,0.6896,0.0176,0.0084,0.4756,0.9929,212.2161,212.7894,215.6025,17.7887,18.0472,16.432,-1.0977,-1.1009,-1.2276,4.506,4.4325,5.2851,-4217398016,-4243237120,-4359198208,0.5128,0.0179,0.8462,0.234,0.0135,0.0646,-1.4883,0.8992,-1.2315,3.6291,3.6973,5.2701,2585.4875,29.9642,1978.1235,217.1542,128.1174,126.5237,16.4291,0.6576,1.4808,-1.17,0.812,-0.8756,4.7636,4.9337,3.3235,-4427599872,-1380018816,-1342621056,198.8654,129.306,127.3312,15.256,1.2697,0.4707,-1.1151,0.9076,0.7172,4.5452,3.9143,1.5142,-3653345280,-1408548736,-1361382272,0.6393,0.6713,0.7482,0.1112,0.1186,0.1218,-0.7627,-0.7547,-0.8233,3.3536,3.2818,3.7082,2953.7615,2856.1995,2516.1609,106.1381,106.4227,107.8338,0.2566,0.0089,0.4232,108.602,64.0594,63.26,99.4583,64.6552,63.6661,0.3199,0.3359,0.3744,Arborio
11411,17062,526.521,213.465,103.751,0.8739,147.3907,0.9668,17648,0.7417,2.0575,0.7734,0.6905,0.0125,0.0061,0.4767,0.9809,236.2529,236.8053,235.1145,10.2385,10.0851,9.8951,-3.5277,-3.7855,-4.0024,26.153,28.3297,30.6636,-10433420288,-10485880832,-10322569216,0.2332,0.0106,0.9299,0.1869,0.009,0.0392,0.6701,1.7756,-3.9544,2.4655,8.0723,29.8317,2576.6926,25.2645,2073.261,238.6606,127.6556,128.7074,9.1681,0.5153,1.2224,-3.9385,-1.0486,1.3452,29.9792,3.0463,5.9177,-10661494784,-2696691712,-2746214912,219.0359,127.3466,127.7903,8.6666,1.1088,0.6134,-3.7387,-1.1439,0.1571,28.0745,5.8135,2.4685,-8840550400,-2682520576,-2702996480,0.8013,0.8456,0.9097,0.0697,0.0735,0.0776,-2.6585,-2.6689,-2.8547,18.5355,18.5102,20.3437,4657.4346,3862.9011,2403.0769,118.1247,118.4008,117.5549,0.1165,0.0053,0.4649,119.3288,63.8278,64.354,109.5166,63.673,63.8951,0.4007,0.4228,0.4549,Ipsala
